dirty_name,dirty_label,name_length,word_count,has_prefix,has_suffix,is_uppercase,has_numbers,has_special_chars,prefix
miss Grady MacIlhagga,Person,21,3,False,False,False,False,False,None
neron edghinn,Person,13,2,False,False,False,False,False,None
Karabo Mbatha,Person,13,2,False,False,False,False,False,None
Mrs MARGARET BEZUIDENHOUT,Company,25,3,False,False,False,False,False,None
gerta abrahamsen,Person,16,2,False,False,False,False,False,None
DIVAPE Lazz SHUFFLETAG pixoboo CC.,Company,34,5,False,False,False,False,True,None
Marc Jansen van Vuuren,Person,22,4,False,False,False,False,False,None
Réservés Isaac,Person,14,2,False,False,False,False,False,None
TELRRF PTY LTD,Company,14,3,False,True,True,False,False,None
Corliss Bick,Person,12,2,False,False,False,False,False,None
Thro Fund Of Funds,Company,18,4,False,False,False,False,False,None
tán kenna,Person,9,2,False,False,False,False,False,None
Mrs mrs. anthea cloete,Person,22,4,False,False,False,False,True,None
QUATZ BABBLESET Fd,Company,18,3,False,False,False,False,False,None
Miss Aubrey Bothma,Person,18,3,False,False,False,False,False,None
Esbjörn Papes,Person,13,2,False,False,False,False,False,None
kabelo nkomo,Person,12,2,False,False,False,False,False,None
Sandile Moore,Person,13,2,False,False,False,False,False,None
realfire Gabspot Feedfish L.L.P,Company,31,4,False,False,False,False,True,None
MONA GUILLE,Person,11,2,False,False,True,False,False,None
nicolaas boshoff,Company,16,2,False,False,False,False,False,None
Standford Yven,Person,14,2,False,False,False,False,False,None
rev. emmanuel clark,Person,19,3,False,False,False,False,True,None
Ms. Elizabeth Müller,Person,20,3,False,False,False,False,True,None
ERAX PTY LTD,Company,12,3,False,True,True,False,False,None
MR Léandre Scholes,Person,18,3,False,False,False,False,False,None
mr. dave maphumulo,Person,18,3,False,False,False,False,True,None
Quimm Eire Foundation Trust,Company,27,4,False,False,False,False,False,None
DR Vanessa Letsoalo,Person,19,3,False,False,False,False,False,None
donovan van der westhuizen,Person,26,4,False,False,False,False,False,None
HON. DENISE LE ROUX,Person,19,4,True,False,True,False,True,HON.
ARETHA MERIT,Person,12,2,False,False,True,False,False,None
MR Prof. Gregory Rikhotso,Person,25,4,False,False,False,False,True,None
Julian Cupido,Person,13,2,False,False,False,False,False,None
Mrs Thomas du Toit,Person,18,4,False,False,False,False,False,None
BROWSEBUG CAMIMBO wordify zooxo PTY Limited,Company,43,6,False,True,False,False,False,None
deny gallihawk,Person,14,2,False,False,False,False,False,None
thulani swartz,Person,14,2,False,False,False,False,False,None
decca bundy,Person,11,2,False,False,False,False,False,None
DR Hon. Vincent Sithole,Person,23,4,False,False,False,False,True,None
Cléopatre Dickin,Person,16,2,False,False,False,False,False,None
amabel langford,Company,15,2,False,False,False,False,False,None
Kenneth Thwala,Person,14,2,False,False,False,False,False,None
béatrice aspinal,Person,16,2,False,False,False,False,False,None
Mrs MENARD CONRADIE,Person,19,3,False,False,False,False,False,None
RAFE LARIMER,Person,12,2,False,False,True,False,False,None
Prof. Nathan Mohamed,Person,20,3,False,False,False,False,True,None
prof. caroline mitchell,Person,23,3,False,False,False,False,True,None
Dr Etienne Eatttok,Person,18,3,False,False,False,False,False,None
sibongile kelly,Person,15,2,False,False,False,False,False,None
maryanna vasser,Person,15,2,False,False,False,False,False,None
Mrs REV. ERNEST ODENDAAL,Person,24,4,False,False,False,False,True,None
Sr. Rev. Marthinus Bester,Person,25,4,False,False,False,False,True,None
Nokuthula Viljoen,Person,17,2,False,False,False,False,False,None
Lisa Moore,Person,10,2,False,False,False,False,False,None
Grant Mthombeni,Person,15,2,False,False,False,False,False,None
NHLANHLA GEORGE,Person,15,2,False,False,True,False,False,None
bea kilday,Person,10,2,False,False,False,False,False,None
Charmion Lead,Person,13,2,False,False,False,False,False,None
MR KABELO LE ROUX,Person,17,4,False,False,True,False,False,None
heidi labuschagne,Person,17,2,False,False,False,False,False,None
CONSTANTIA SCOTTS,Person,17,2,False,False,True,False,False,None
Ronnie Ivanovic,Person,15,2,False,False,False,False,False,None
Debbie Mabaso,Person,13,2,False,False,False,False,False,None
Simone Mthembu,Person,14,2,False,False,False,False,False,None
tanney vasilechko,Person,17,2,False,False,False,False,False,None
Dr Sello John,Person,13,3,False,False,False,False,False,None
Candice Van Der Linde,Person,21,4,False,False,False,False,False,None
Kelebogile Greeff,Person,17,2,False,False,False,False,False,None
Bert Cheshire,Company,13,2,False,False,False,False,False,None
Miss arthur hanekom,Person,19,3,False,False,False,False,False,None
Naoma Klimochkin,Person,16,2,False,False,False,False,False,None
Mrs. Lindiwe Mphahlele,Person,22,3,False,False,False,False,True,None
ASHBY PIESING,Person,13,2,False,False,True,False,False,None
Flipstorm oyonder RHYZIO Corporation,Company,36,4,False,False,False,False,False,None
Silvertree Oak Properties Pl,Company,28,4,False,False,False,False,False,None
raimund braddock,Person,16,2,False,False,False,False,False,None
Ceciley Blincowe,Person,16,2,False,False,False,False,False,None
BRENT CRONJE,Person,12,2,False,False,True,False,False,None
contact smit,Person,12,2,False,False,False,False,False,None
Juanita Els,Person,11,2,False,False,False,False,False,None
SÉVERINE DENNICK,Person,16,2,False,False,True,False,False,None
Ainyx ROOXO Corporation,Company,23,3,False,False,False,False,False,None
Brainverse OZU BRAINLOUNGE SICAV,Company,32,4,False,False,False,False,False,None
Babbleblab LINKTYPE Yadel realcube Pty Ltd.,Company,43,6,False,True,False,False,True,None
MRS mrs. takalani swanepoel,Person,27,4,False,False,False,False,True,None
Dr. Mikael Willerson,Person,20,3,False,False,False,False,True,None
Bernhard Sumshon,Person,16,2,False,False,False,False,False,None
Miss Nigel Steyn,Person,16,3,False,False,False,False,False,None
MRS BANCROFT SLAVIN,Person,19,3,False,False,True,False,False,None
DR Edward Ngcobo,Person,16,3,False,False,False,False,False,None
skipstorm realcube PLLC.,Company,24,3,False,False,False,False,True,None
DR kristo mapletoft,Person,19,3,False,False,False,False,False,None
HON. BULELWA MAHARAJ,Person,20,3,True,False,True,False,True,HON.
DR Bongiwe Evans,Person,16,3,False,False,False,False,False,None
Capital FM Group Holdings Ltd,Company,29,5,False,True,False,False,False,None
SIPHOKAZI OBERHOLZER,Person,20,2,False,False,True,False,False,None
Lynette Sibanyoni,Person,17,2,False,False,False,False,False,None
Thapelo Greyling,Company,16,2,False,False,False,False,False,None
wilhelmina norker,Person,17,2,False,False,False,False,False,None
DR. Ana Brussell,Person,16,3,True,False,False,False,True,DR.
tyrone brinicombe,Person,17,2,False,False,False,False,False,None
alison september,Person,16,2,False,False,False,False,False,None
Dr. Yvonne Booysen,Person,18,3,False,False,False,False,True,None
shawn mashaba,Person,13,2,False,False,False,False,False,None
Josephine Knowlys,Person,17,2,False,False,False,False,False,None
MISS irene liebenberg,Person,21,3,False,False,False,False,False,None
Mr katti brumen,Person,15,3,False,False,False,False,False,None
Dr Horatio Lampart,Person,18,3,False,False,False,False,False,None
Carol Cupido,Person,12,2,False,False,False,False,False,None
Dr. Desiree Terblanche,Person,22,3,False,False,False,False,True,None
Irena Land Fund Of Funds Pl,Company,27,6,False,False,False,False,False,None
Mareah Coom,Person,11,2,False,False,False,False,False,None
sblg options in,Person,15,3,False,False,False,False,False,None
DR ryan kriel,Person,13,3,False,False,False,False,False,None
Miss MIKE VAN DEN HEEVER,Person,24,5,False,False,False,False,False,None
ms. gillian truter,Person,18,3,False,False,False,False,True,None
lloyd mofokeng,Person,14,2,False,False,False,False,False,None
ÖSTEN JOTHAM,Person,12,2,False,False,True,False,False,None
Lesego Dlamini,Person,14,2,False,False,False,False,False,None
Miss rev. barend mostert,Person,24,4,False,False,False,False,True,None
Fanoodle Photolist Layo thoughtmix A.S.,Company,39,5,False,False,False,False,True,None
BEVERLY KILEY,Person,13,2,False,False,True,False,False,None
Auscoko Properties Pl,Company,21,3,False,False,False,False,False,None
Pål Mounsie,Person,11,2,False,False,False,False,False,None
Dr Daron Wasielewicz,Person,20,3,False,False,False,False,False,None
Pò Curteis,Person,10,2,False,False,False,False,False,None
CSCEC FINANCE MARITIUS I LTD,Company,28,5,False,True,True,False,False,None
shurlock lorkings,Person,17,2,False,False,False,False,False,None
Mr Joséphine Haughton,Person,21,3,False,False,False,False,False,None
Sollie Parffrey,Person,15,2,False,False,False,False,False,None
Aubrey Nyathi,Person,13,2,False,False,False,False,False,None
CHRIS SNYMAN,Person,12,2,False,False,True,False,False,None
DR. Ms. Mary Bouwer,Person,19,4,True,False,False,False,True,DR.
Bondy Catonne,Person,13,2,False,False,False,False,False,None
gigi brader,Person,11,2,False,False,False,False,False,None
Mrs dumisani motaung,Person,20,3,False,False,False,False,False,None
Peter De Villiers,Person,17,3,False,False,False,False,False,None
Mrs noëlla pearce,Person,17,3,False,False,False,False,False,None
Hon. David Maake,Person,16,3,False,False,False,False,True,None
Next Peter,Person,10,2,False,False,False,False,False,None
Prof. dennis malinga,Person,20,3,False,False,False,False,True,None
Malcolm Oosthuizen,Person,18,2,False,False,False,False,False,None
Kennedy Pledger,Person,15,2,False,False,False,False,False,None
Prof. Tumelo Maritz,Person,19,3,False,False,False,False,True,None
Mr Rev. Roxanne Barnes,Person,22,4,False,False,False,False,True,None
Veronica Turner,Person,15,2,False,False,False,False,False,None
Caprice Harburtson,Person,18,2,False,False,False,False,False,None
dr. nomsa moodley,Person,17,3,False,False,False,False,True,None
Mrs Caddric Flucker,Person,19,3,False,False,False,False,False,None
Danni Robelow,Person,13,2,False,False,False,False,False,None
PROF. GLORIA ZWANE,Person,18,3,True,False,True,False,True,PROF.
ZAPORIZHZHE NATIONAL TECHNICAL UNIVERSITY,University,41,4,False,False,True,False,False,None
MS Dean Potgieter,Person,17,3,False,False,False,False,False,None
Pelaran Capitals Plc,Person,20,3,False,False,False,False,False,None
BULELWA XULU,Person,12,2,False,False,True,False,False,None
Mrs. Rachèle Toffoletto,Person,23,3,False,False,False,False,True,None
antoinette alexander,Person,20,2,False,False,False,False,False,None
HON. ARTHUR NKOMO,Person,17,3,True,False,True,False,True,HON.
Mrs Thando Adonis,Person,17,3,False,False,False,False,False,None
Miss Leon Evans,Person,15,3,False,False,False,False,False,None
Sherwynd Ness,Person,13,2,False,False,False,False,False,None
Ophélie Linne,Person,13,2,False,False,False,False,False,None
DR. Cart Benneton,Person,17,3,True,False,False,False,True,DR.
MISS Alisha Kersey,Person,18,3,False,False,False,False,False,None
Dr. Wesley Masilela,Person,19,3,False,False,False,False,True,None
Skivee teklist Feedmix SOC.CoL,Company,30,4,False,False,False,False,True,None
mashudu evans,Person,13,2,False,False,False,False,False,None
Marie Françoise Aronowicz,Person,25,3,False,False,False,False,False,None
Dosi Boseley,Person,12,2,False,False,False,False,False,None
Miss zandile ahmed,Person,18,3,False,False,False,False,False,None
Mark Kekana,Person,11,2,False,False,False,False,False,None
MISS DÙ SCARDAFIELD,Person,19,3,False,False,True,False,False,None
maëlla goude,Person,12,2,False,False,False,False,False,None
MISS stephanie mokone,Person,21,3,False,False,False,False,False,None
Hon. Christina Morgan,Person,21,3,False,False,False,False,True,None
Hyatt Hotels,Company,12,2,False,False,False,False,False,None
Sr. Dr. Adriaan Mnguni,Person,22,4,False,False,False,False,True,None
SIMPLY EQ PTY LTD,Company,17,4,False,True,True,False,False,None
DR. wendy bennett,Person,17,3,True,False,False,False,True,DR.
Merralee Lilywhite,Person,18,2,False,False,False,False,False,None
Roy King,Person,8,2,False,False,False,False,False,None
COLLEEN MANUEL,Person,14,2,False,False,True,False,False,None
Céline Shepard,Person,14,2,False,False,False,False,False,None
BURGESS MCGLOUGHLIN,Person,19,2,False,False,True,False,False,None
lincoln jaslem,Person,14,2,False,False,False,False,False,None
RODNEY HADEBE,Person,13,2,False,False,True,False,False,None
rev. kelebogile petersen,Person,24,3,False,False,False,False,True,None
KYLE MAJOLA,Person,11,2,False,False,True,False,False,None
Rev. Next Mashaba,Person,17,3,False,False,False,False,True,None
voonte Gmbh,Company,11,2,False,False,False,False,False,None
keeley gabbidon,Company,15,2,False,False,False,False,False,None
Florencia Joderli,Person,17,2,False,False,False,False,False,None
Jabulani Mohamed,Person,16,2,False,False,False,False,False,None
Laura Koen,Person,10,2,False,False,False,False,False,None
BENJAMIN SWANEPOEL,Person,18,2,False,False,True,False,False,None
Dr. zhì halewood,Person,16,3,False,False,False,False,True,None
BAREND NDABA,Person,12,2,False,False,True,False,False,None
Mrs celeste conradie,Person,20,3,False,False,False,False,False,None
MÉLINE BERMINGHAM,Person,17,2,False,False,True,False,False,None
miss Inès Thornton Dewhirst,Person,27,4,False,False,False,False,False,None
Refiloe Van Aswegen,Person,19,3,False,False,False,False,False,None
claire pule,Person,11,2,False,False,False,False,False,None
DR Cristie Keuntje,Person,18,3,False,False,False,False,False,None
Tambee Yoveo Thoughtbeat Jv Co.,Person,31,5,False,False,False,False,True,None
MRS Lowell Enrico,Person,17,3,False,False,False,False,False,None
Mrs MALCOLM OPPERMAN,Person,20,3,False,False,False,False,False,None
Gert Wilson,Person,11,2,False,False,False,False,False,None
MICHAELLA SCAHILL,Person,17,2,False,False,True,False,False,None
AUGUSTIN EDMAND,Person,15,2,False,False,True,False,False,None
HON. WILLEM MAKHANYA,Person,20,3,True,False,True,False,True,HON.
yolandi van zyl,Person,15,3,False,False,False,False,False,None
cheryl van der linde,Person,20,4,False,False,False,False,False,None
the tulane university of new orleans,University,36,6,False,False,False,False,False,None
BUZZDOG Bubblemix LEEXO oyoyo Incorporated,Company,42,5,False,False,False,False,False,None
Sr. Sifiso Geldenhuys,Company,21,3,False,False,False,False,True,None
miss Christiaan De Klerk,Person,24,4,False,False,False,False,False,None
Barend Van Deventer,Person,19,3,False,False,False,False,False,None
Prudence Morgan,Person,15,2,False,False,False,False,False,None
Omeida Global Pty Ltd,Company,21,4,False,True,False,False,False,None
LAJO Eadel Inc,Company,14,3,False,True,False,False,False,None
yvette mashigo,Person,14,2,False,False,False,False,False,None
JENI YORATH,Person,11,2,False,False,True,False,False,None
MISS Salvador Jain,Person,18,3,False,False,False,False,False,None
Samuel Jackson Chr Ltd Num Montrose Div,Company,39,7,False,True,False,False,False,None
Gabvine Centizu TOPICZOOM Youopia PTY (LTD).,Company,44,6,False,True,False,False,True,None
SAWYER MACPADEN,Person,15,2,False,False,True,False,False,None
cate tufts,Person,10,2,False,False,False,False,False,None
simona casarini,Person,15,2,False,False,False,False,False,None
University Of The Visayas,University,25,4,False,False,False,False,False,None
dalston tortoishell,Person,19,2,False,False,False,False,False,None
philomena macdougal,Person,19,2,False,False,False,False,False,None
Mrs. Nokuthula Skosana,Person,22,3,False,False,False,False,True,None
Phindile Mahlangu,Person,17,2,False,False,False,False,False,None
Örjan Filkov,Person,12,2,False,False,False,False,False,None
Miss Keith Pietersen,Person,20,3,False,False,False,False,False,None
Dirk Park,Person,9,2,False,False,False,False,False,None
oyope thoughtbeat edgeclub Babblestorm Limited.,Company,47,5,False,False,False,False,True,None
sandor macgiany,Company,15,2,False,False,False,False,False,None
ERIC LEWIS,Person,10,2,False,False,True,False,False,None
Dr Francesco Ratke,Person,18,3,False,False,False,False,False,None
Heinrich Molefe,Person,15,2,False,False,False,False,False,None
quinu Zooxo jaxspan C.C.,Person,24,4,False,False,False,False,True,None
ajay coxwell,Person,12,2,False,False,False,False,False,None
alberto vannuchi,Person,16,2,False,False,False,False,False,None
gisèle lamputt,Person,14,2,False,False,False,False,False,None
MISS Ivan Prinsloo,Person,18,3,False,False,False,False,False,None
wilone flemyng,Person,14,2,False,False,False,False,False,None
ms. jane alberts,Person,16,3,False,False,False,False,True,None
NOMPUMELELO WOLMARANS,Person,21,2,False,False,True,False,False,None
Wesley Van Der Berg,Person,19,4,False,False,False,False,False,None
miss MICHAELINE DELLENBROKER,Person,28,3,False,False,False,False,False,None
WYNAND LIEBENBERG,Person,17,2,False,False,True,False,False,None
Prof. NATHAN DLADLA,Person,19,3,False,False,False,False,True,None
NOMPUMELELO PRETORIUS,Person,21,2,False,False,True,False,False,None
Shawn Salie,Person,11,2,False,False,False,False,False,None
MÉN BARRACKS,Person,12,2,False,False,True,False,False,None
Edward Brankley,Person,15,2,False,False,False,False,False,None
Alex Dube,Person,9,2,False,False,False,False,False,None
Mélina Delmonti,Person,15,2,False,False,False,False,False,None
Mr. Andrea Strauss,Person,18,3,False,False,False,False,True,None
Aigneis Stubbin,Person,15,2,False,False,False,False,False,None
Shaun Burger,Person,12,2,False,False,False,False,False,None
DR. Anaël Mart,Person,14,3,True,False,False,False,True,DR.
Rev. Karabo Goosen,Person,18,3,False,False,False,False,True,None
MR Nonkululeko Africa,Company,21,3,False,False,False,False,False,None
Roodel skipfire JV,Company,18,3,False,False,False,False,False,None
Ms. Refilwe Bezuidenhout,Person,24,3,False,False,False,False,True,None
Miss stuart saunders,Person,20,3,False,False,False,False,False,None
SAM GEORGE,Person,10,2,False,False,True,False,False,None
Dr SIPHOKAZI MDLULI,Person,19,3,False,False,False,False,False,None
jú londsdale,Person,12,2,False,False,False,False,False,None
Dr. Sibongile Vermaak,Person,21,3,False,False,False,False,True,None
Norrie Tuting,Person,13,2,False,False,False,False,False,None
DR HALEY PINN,Person,13,3,False,False,True,False,False,None
Karina Blanning,Person,15,2,False,False,False,False,False,None
Palesa Pillay,Person,13,2,False,False,False,False,False,None
MISS sharon vermeulen,Person,21,3,False,False,False,False,False,None
MS Darren Boler,Person,15,3,False,False,False,False,False,None
Catrina Anney,Person,13,2,False,False,False,False,False,None
TEKLIST Fiveclub thoughtworks Dazzlesphere CC.,Company,46,5,False,False,False,False,True,None
kobus maake,Person,11,2,False,False,False,False,False,None
Sean Hugo,Person,9,2,False,False,False,False,False,None
Patsy Blant,Person,11,2,False,False,False,False,False,None
genni duchant,Person,13,2,False,False,False,False,False,None
Glendon Coole,Person,13,2,False,False,False,False,False,None
léone gonnel,Person,12,2,False,False,False,False,False,None
EULALIE PHILLIS,Person,15,2,False,False,True,False,False,None
Hon. Rudi Pietersen,Person,19,3,False,False,False,False,True,None
Priscilla Phillips,Person,18,2,False,False,False,False,False,None
gabspot PTY (LTD).,Company,18,3,False,True,False,False,True,None
Mr LURLINE ICKOVICI,Person,19,3,False,False,False,False,False,None
Mrs. carol shongwe,Person,18,3,False,False,False,False,True,None
Sr. gabriel enslin,Company,18,3,False,False,False,False,True,None
hazel rayburn,Company,13,2,False,False,False,False,False,None
Miss Curcio Mossbee,Person,19,3,False,False,False,False,False,None
SWISS Mining Services,Company,21,3,False,False,False,False,False,None
Mr niki bowry,Person,13,3,False,False,False,False,False,None
Rorke Westwick,Person,14,2,False,False,False,False,False,None
Prof. faîtes brearley,Person,21,3,False,False,False,False,True,None
PÅL SAUNTER,Person,11,2,False,False,True,False,False,None
Miss Darleen Yuryev,Person,19,3,False,False,False,False,False,None
ALEDA GOMAN,Person,11,2,False,False,True,False,False,None
KORNEY MAYES,Person,12,2,False,False,True,False,False,None
GOOD MOTIVES 22 PL,Company,18,4,False,False,True,True,False,None
REV. GRAHAM MORGAN,Person,18,3,True,False,True,False,True,REV.
miss jemmie mcpheat,Person,19,3,False,False,False,False,False,None
innocent singh,Person,14,2,False,False,False,False,False,None
hon. fiona ellis,Person,16,3,False,False,False,False,True,None
hon. sibusiso jonker,Person,20,3,False,False,False,False,True,None
Maëly Fairlam,Person,13,2,False,False,False,False,False,None
EDGEIFY UnLtd,Company,13,2,False,False,False,False,False,None
MS Glenn Addy,Person,13,3,False,False,False,False,False,None
MS DENYS FEATHERSTONHAUGH,Person,25,3,False,False,True,False,False,None
BABALWA WHITE,Person,13,2,False,False,True,False,False,None
MOISES CRAISE,Person,13,2,False,False,True,False,False,None
Mackenzie Scarr,Person,15,2,False,False,False,False,False,None
Prof. Kim Zondi,Person,15,3,False,False,False,False,True,None
Youopia Flashpoint gabtype & Co,Person,31,5,False,False,False,False,True,None
Leda Kobel,Person,10,2,False,False,False,False,False,None
JACKIE TURNER,Company,13,2,False,False,True,False,False,None
Dr. Ahmed Mahlangu,Person,18,3,False,False,False,False,True,None
JEAN ISAACS,Person,11,2,False,False,True,False,False,None
RHETA DOWNIE,Person,12,2,False,False,True,False,False,None
Prof. TEBOHO MOKONE,Person,19,3,False,False,False,False,True,None
DABLIST Feedbug Bubblemix tagchat inc.,Company,38,5,False,True,False,False,True,None
morten stewart,Person,14,2,False,False,False,False,False,None
KENTUCKY CHRISTIAN COLLEGE,University,26,3,False,False,True,False,False,None
Françoise Dyshart,Person,17,2,False,False,False,False,False,None
KIT LE BRETON DE LA VIEUVILLE,Person,29,6,False,False,True,False,False,None
BAREND REDDY,Person,12,2,False,False,True,False,False,None
Marius Nel,Person,10,2,False,False,False,False,False,None
DR Judicaël Blowfield,Person,21,3,False,False,False,False,False,None
Vincent Moore,Person,13,2,False,False,False,False,False,None
COURTENAY BARNWELL,Person,18,2,False,False,True,False,False,None
NOKUTHULA DAVIDS,Person,16,2,False,False,True,False,False,None
Yvette Schoeman,Person,15,2,False,False,False,False,False,None
Prof. janet langa,Person,17,3,False,False,False,False,True,None
sean mabaso,Person,11,2,False,False,False,False,False,None
DR. nicola potgieter,Company,20,3,True,False,False,False,True,DR.
Town Schneidar,Person,14,2,False,False,False,False,False,None
Dr Bérangère Mabbutt,Person,20,3,False,False,False,False,False,None
Trilith EDGETAG Fd,Company,18,3,False,False,False,False,False,None
Pieter Phillips,Person,15,2,False,False,False,False,False,None
vanessa haglington,Person,18,2,False,False,False,False,False,None
MYCAT skyvu Youopia Edgepulse PTY LTD.,Company,38,6,False,True,False,False,True,None
trudoo innoz SOC.CoL,Company,20,3,False,False,False,False,True,None
meeveo CC,Company,9,2,False,False,False,False,False,None
Zoomlounge Tagcat Einti Yombu Jv Co.,Person,36,6,False,False,False,False,True,None
MIDEL Bond,Company,10,2,False,False,False,False,False,None
Prof. xolani collins,Person,20,3,False,False,False,False,True,None
MANDY PRINSLOO,Person,14,2,False,False,True,False,False,None
NATIVIDAD MACMOYER,Person,18,2,False,False,True,False,False,None
Erwin Petegrew,Person,14,2,False,False,False,False,False,None
Ansley Deeth,Person,12,2,False,False,False,False,False,None
rudi xaba,Person,9,2,False,False,False,False,False,None
Ludwig Headrick,Person,15,2,False,False,False,False,False,None
Ahmed Simpson,Person,13,2,False,False,False,False,False,None
ingrid van heerden,Company,18,3,False,False,False,False,False,None
MS angelique kekana,Person,19,3,False,False,False,False,False,None
barend robinson,Person,15,2,False,False,False,False,False,None
Andréanne Latey,Person,15,2,False,False,False,False,False,None
Dr. Mrs. Jean Mashinini,Person,23,4,False,False,False,False,True,None
African Sma Intl Bond,Company,21,4,False,False,False,False,False,None
Sello Van Staden,Company,16,3,False,False,False,False,False,None
ALBERTO COBBY,Person,13,2,False,False,True,False,False,None
REV. DUMISANI MKHABELA,Person,22,3,True,False,True,False,True,REV.
davey di giacomo,Person,16,3,False,False,False,False,False,None
Janine Kunene,Person,13,2,False,False,False,False,False,None
Jeramie Castiglioni,Person,19,2,False,False,False,False,False,None
Universidad Tecnológica De Pereira,University,34,4,False,False,False,False,False,None
Gabriel Nortje,Person,14,2,False,False,False,False,False,None
aksum university,University,16,2,False,False,False,False,False,None
Mr. Wesley Morris,Person,17,3,False,False,False,False,True,None
Idameneo No 123 Ltd,Company,19,4,False,True,False,True,False,None
Universidad Católica Anselmo Llorente,University,37,4,False,False,False,False,False,None
TOPICSTORM LINKBRIDGE TWITTERBRIDGE Ltd,Company,39,4,False,True,False,False,False,None
cynthia naidu,Company,13,2,False,False,False,False,False,None
Juliana Veall,Person,13,2,False,False,False,False,False,None
hon. susan van den berg,Person,23,5,False,False,False,False,True,None
LYNNEA KEAREY,Person,13,2,False,False,True,False,False,None
Christopher Khumalo,Person,19,2,False,False,False,False,False,None
ara longmaid,Person,12,2,False,False,False,False,False,None
Alexander Natiive Nominees (Proprietary)Limited,Company,47,4,False,False,False,False,True,None
Lungile Pretorius,Person,17,2,False,False,False,False,False,None
RAFFAELLO HUETT,Person,15,2,False,False,True,False,False,None
Dr. Susanetta Creus,Person,19,3,False,False,False,False,True,None
Contact Le Roux,Person,15,3,False,False,False,False,False,None
Jaco Minnaar,Person,12,2,False,False,False,False,False,None
YOUBRIDGE Gabspots C.C.,Company,23,3,False,False,False,False,True,None
ZOOMZONE Skippad Zoomlounge WIKIBOX Pl,Company,38,5,False,False,False,False,False,None
CONNIE TENAUNT,Person,14,2,False,False,True,False,False,None
zanele bekker,Person,13,2,False,False,False,False,False,None
stanleigh kolyagin,Person,18,2,False,False,False,False,False,None
Vérane Seif,Person,11,2,False,False,False,False,False,None
Mrs. Rob Daniels,Person,16,3,False,False,False,False,True,None
MR Corny Murdy,Person,14,3,False,False,False,False,False,None
Rev. Steven Delport,Person,19,3,False,False,False,False,True,None
Victoria Rautenbach,Person,19,2,False,False,False,False,False,None
Mrs. Vikky Date,Person,15,3,False,False,False,False,True,None
MARVEN HEDDY,Person,12,2,False,False,True,False,False,None
Miss Andile Chetty,Person,18,3,False,False,False,False,False,None
andrew property brokers cc,Person,26,4,False,False,False,False,False,None
arogon bci bond fd,Person,18,4,False,False,False,False,False,None
Prof. Carissa Dugget,Company,20,3,False,False,False,False,True,None
meetz Pty Ltd,Company,13,3,False,True,False,False,False,None
ROBYN HLONGWANE,Person,15,2,False,False,True,False,False,None
Prof. siouxie barfoot,Person,21,3,False,False,False,False,True,None
HUMBERTO DIRKIN,Person,15,2,False,False,True,False,False,None
brod dennistoun,Person,15,2,False,False,False,False,False,None
Peri Sheward,Person,12,2,False,False,False,False,False,None
INNOTYPE Wordify Yakitri Lda.,Company,29,4,False,False,False,False,True,None
Dr. Riaan Ismail,Person,16,3,False,False,False,False,True,None
MRS Melissa Peters,Person,18,3,False,False,False,False,False,None
MISS IRENE PIETERSE,Person,19,3,False,False,True,False,False,None
Eugene Davis,Person,12,2,False,False,False,False,False,None
Dr gypsy pasmore,Person,16,3,False,False,False,False,False,None
MS THANDI NEETHLING,Person,19,3,False,False,True,False,False,None
Ben Maphumulo,Person,13,2,False,False,False,False,False,None
Seth Antonikov,Person,14,2,False,False,False,False,False,None
Katlego Wolmarans,Person,17,2,False,False,False,False,False,None
Paulie Dimitriades,Person,18,2,False,False,False,False,False,None
Odetta Burgne,Person,13,2,False,False,False,False,False,None
Sal Labell,Person,10,2,False,False,False,False,False,None
MRS. ZANDILE NAUDE,Person,18,3,True,False,True,False,True,MRS.
Hon. Stephan Mokoena,Person,20,3,False,False,False,False,True,None
Dr GÉRALDINE MOLLOY,Person,19,3,False,False,False,False,False,None
Mrs. Kim Els,Person,12,3,False,False,False,False,True,None
Tasneem Mashele,Person,15,2,False,False,False,False,False,None
NKOSINATHI REDDY,Person,16,2,False,False,True,False,False,None
QUAXO Brainsphere Kwinu MYDO Gmbh Co.,Company,37,6,False,False,False,False,True,None
tommie border,Person,13,2,False,False,False,False,False,None
Audy Bispo,Person,10,2,False,False,False,False,False,None
Byran Tynewell,Person,14,2,False,False,False,False,False,None
MISS HEATHER HLATSHWAYO,Person,23,3,False,False,True,False,False,None
Sibongile Moore,Person,15,2,False,False,False,False,False,None
Mr. angélique sabater,Person,21,3,False,False,False,False,True,None
MARCELO ROTH,Person,12,2,False,False,True,False,False,None
miss maïwenn drivers,Person,20,3,False,False,False,False,False,None
Björn Rattry,Person,12,2,False,False,False,False,False,None
Tyrus Wiggins,Person,13,2,False,False,False,False,False,None
Simphiwe Moodley,Person,16,2,False,False,False,False,False,None
tagpad Thoughtworks Group,Company,25,3,False,False,False,False,False,None
petronille mattheissen,Person,22,2,False,False,False,False,False,None
MAYNORD MAUND,Person,13,2,False,False,True,False,False,None
Lisa Maseko,Person,11,2,False,False,False,False,False,None
Miss GUGULETHU OLIVIER,Person,22,3,False,False,False,False,False,None
Mr Jacquetta Ibbitt,Person,19,3,False,False,False,False,False,None
Mr. Thandi Move,Person,15,3,False,False,False,False,True,None
